ID	Topic	Text	Sentiment
375	general	@ Laleewan it's good that u can eat... I can't find anything good to eat around here 	negative
376	general	@streko @pmacseo is someone fucking with me. 	positive
377	general	@Alabduljader hmph. Ana o Dana can't talk girly talk cuz of the intern sitting in your place! 	negative
378	general	Did Twitter had a downtime? 	negative
379	general	I'm a criminal minds addict and proud of it :-D @David_Mg Watch tv on ur laptop 	positive
380	general	@agiftedmind YAAAY 	positive
381	general	@GPellegrini The bees are cool. But such focus notwithstanding on the bees, I enjoyed the gun-toting head shot a lot more. 	positive
382	general	@inuit_k Thank you. I always enjoy reading your blog posting at my Ipod. 	positive
383	general	@Josh1284 omg  I hope you feel better soon.	negative
384	general	After waiting nearly 5 years, the 2nd season of #Everwood is finally in stores TODAY! Be sure to get your copy!!! 	positive
385	general	off school ill today 	negative
386	general	Sometimes we just forget totally who we are.... 	negative
387	general	@melissa_marr I'm really liking this so far, thanks for the recommendations. As always, you are the best, Melissa. 	positive
388	general	caf̩eeeeeee 	negative
389	general	i just had to come up to tweet this  young broke up lesters no hitter   nooo!! cya	negative
390	general	My hair is bugging me and I don't have any hairties on me. 	negative
391	general	@jordanknight - I'm keeping the faith, J! FULL Service Tour Asia! Hopefully I'll see you here in Manila -  FOR ME that's what TINK means! 	positive
392	general	First day back at school 	negative
393	general	haha today was fun fun fun  had lunch with my all time fav, Debby ;)	positive
394	general	@lou34 I'm checking 'The Hit List'... which is a jobs to-do-list application, not an actual hit list  twitter assassin club for life!	negative
395	general	@fartingpen more of good afternoon buddy 	positive
396	general	Anyone need a moving light tech ?? 	positive
397	general	going to be the worst.week.ever. i HATE maths 	negative
398	general	@misterp67 I'm very very annoyed  PSHAW INDEED.	negative
399	general	Well you would. Youre like a raging ball of fury when you want to be 	positive
400	general	@webslog that's very true 	positive
401	general	@micchellee_ Hopefully we'll be in Canada soon! We'd love to tour there. But it'll probably be a while 	negative
402	general	@BainMercerGirl Ur welcome. Hope u are doing great. 	positive
403	general	@ema7627 things are good! busy with upcoming FASP/GrASP activities but glad summer classes are moving along smoothly  whats new w/ you?	positive
404	general	will edit sailor fuku ni onegai now  http://plurk.com/p/y1t7o	negative
405	general	watiching videos of Mcfly.. and thinking about 18 april  Best day of my life &lt;33	positive
406	general	Getting ready to go see The Classic Crime tonight!  Super excited!	positive
407	general	About to eat some pizza.  Seeing Wiffle tomorrow.	positive
408	general	@followcharlotte Love it!  	positive
409	general	im soooooooooooooooooooooooooooooooo bored can't be botherd  2 go 2 school on monday arghhhhhhhhhhhhh !!!!!!!!!!!!!!!!!!!!!     	negative
410	general	@marycatherine07 gotcha 	positive
411	general	@lcdavis cheers Laura, I can appreciate how busy you are 	positive
412	general	i really don't want to work at the pool tomorrow 	negative
413	general	I will follow you... wherever you may go... 	positive
414	general	misses anna-kate and steph and the weird things we find to do 	positive
415	general	The only thing that can make my day better is if my LAKERS win and if someone magically pays my rent  The best day if both happen...	positive
416	general	just downloaded some salt the wound, after the burial, born of osiris, necrophagist, mastodon, and dethklok for guitar hero. 	positive
417	general	Finally 18. 	positive
418	general	just heard.. and alas, I didn't get the job 	negative
419	general	Facebook is maintaining my account. Can't log on 	negative
420	general	Ill settle for carrots 	negative
421	general	@tonsii miss you too!! 	negative
422	general	@BlueEyed_Cat @himynameisrose we all know and yes dont remind me im so effin jealous  fuck aust some times	negative
423	general	@jill777 mohegan next thurs! lol or mansfield on fri. I think those are the closest ones on a weekend. Saratoga is on a tuesday 	negative
424	general	yay AA chat works now 	positive
425	general	Going home  ah. Tonight !	positive
426	general	Watching Eastenders whilst doing sit ups and listening to Work - The Saturdays 	positive
427	general	trying to figure out how to use twitter 	positive
428	general	@tommcfly Rio is amazing, isn't it? I just love watching (?) the ocean.., oh, one week since i saw you, guys. i already miss ya 	negative
429	general	@MontyMacalino oh dear me!! 	positive
430	general	why can't i subscribe to NME in Australia? 	negative
431	general	didn't know getting back on a schedule would suck so much 	negative
432	general	@LaurenWeber84 I'm usually lucky if I hit double digits.  What an amazing bowling score!	positive
433	general	Anticipating the del meal I'm about to eat and I already feel full cause I'm so stoked on what I'm gunna eat! Beer + mario party = BUENO 	positive
434	general	@dkirmis There was a banner hanging right in front of me with their name on it. But do I remember? Ummm. No.   That would be too easy.	positive
435	general	#followfriday Have you ever written something that THOUSANDS of people's journeys more interesting? Well, @psibreaker has! 	positive
436	general	OMG that drive took FOREVER! So glad to be at the hotel.  Good night.	positive
437	general	Watching &quot;Indiana Jones and the Kingdom of the Crystal Skull&quot; again.  Sadly still as bad the second time around 	negative
438	general	im soooo tired. fuck everything ahaha. 	negative
439	general	@gelagelagela I'm home na. Eating my precious ICE CREAM. Haha! Brownie Fudge ala Mode! 	positive
440	general	~~~~~&gt; C!TY L!GHT....RED/METH/BUN B....&gt;S!MPLY DA BEST....EVERRRRR.. 	positive
441	general	@silentdew I'm so sorry you're in pain right now 	negative
442	general	had fun at alex's... even though i didnt get to finish the movie 	negative
443	general	@RandomKween awesome! I just finished the 2nd one, I'm making my way up! 	positive
444	general	follow www.tina180.tumblr.com for hunger strike updates 	positive
445	general	@salimi668 gonna be alone the ex is takin the kids to knotts berry farm......now isnt that nice of her 	negative
446	general	@sinfulsignorita did I not reply? :\ soo sorry! Morning!!! 	positive
447	general	has 100 followers 	positive
448	general	Its getting down to the wire, and now the only thing that troubles me is the fact the birthday boy will be in CT on the day of his party. 	negative
449	general	Ben &amp; jerry's &quot;jamaican me crazy&quot;, harry potter, water and bricabyl. It's so nice to be outside today!  http://yfrog.com/13a69vj	positive
450	general	I miss The Wiz cast  &lt;3	negative
451	general	@Quackkkkk I've got econs project meeting after sch 	negative
452	general	I can't believe I'm going to miss Boys Like Girls when they come down... 	negative
453	general	@rhysiepoo Great Idea!! Especially with the month ahead of you. Enjoy 	positive
454	general	Dude just gave up 10k M$ points. He didn't know that Micheal Phelps favorite NES game was zelda 	positive
455	general	@HarlsQuinn I'm always going to think of her as Carmen from Spy Kids, though. I've always wanted blond hair 	negative
456	general	Behringer fun spoiled again 	negative
457	general	@maxesse I went into applestore to buy an ipod dock last week and felt like my soul was being ripped out as I waited in line for 20 mins 	negative
458	general	Yeah, my internet is gone. 	negative
459	general	@mcherrywv  @caminodiablo  @chicklet7  @PhillyGirl528 Good evening to you all from a hot hot hot Evesham and it's wine o'clock 	positive
460	general	@Knot2serious I LOVE museums! Phoenix has oodles of GREAT art and science museums! Look at my Twitpics .....It's ALL in there! 	positive
461	general	@_LisaL Everything revolves around THAT man! xD His big hands have driven you crazy 	positive
462	general	Tired, but can't sleep yet because I still have work to do. 	negative
463	general	GEESH ITS POURIN' lk seriously where is all this water comin from? Rain isnt soothing when its EVERDAY it takes away the joy 	negative
464	general	@frangij Calm ur farm!  lol! I'll never get over that!	positive
465	general	ugh, the sims 3 comes out on the 2nd of june and i'm broke  boo no fair	negative
466	general	aww, rafa is so upset  ...haven't seen him this mad at himself this year	negative
467	general	@aaronisanerd goodnight! Have a good day at work 	positive
468	general	Lol kinda covered em in duct tape 	positive
469	general	just came back from salon with my mom and sis !!!!!1 	positive
470	general	DDR with big D  he'll yeah!!	positive
471	general	Bed time! Jill gets here tomorrow 	positive
472	general	http://twitpic.com/5f3va - Thanks Carmen 	positive
473	general	school  worst thing ever 	negative
474	general	almost lost my voice singing Blondie's &quot;Call Me&quot; on Rock Band...not a great feeling 	negative
475	general	@lecaros take a look  http://is.gd/wrvW	positive
476	general	@Schofe What an amazing tweeter, gives everyone hope in human nature 	positive
477	general	@mitchelmusso I never knew that you could sing so good. You've got real talent! 	positive
478	general	but im failing to find auditions 	negative
479	general	@juiceee you are one certified twitter addict! lol! 	positive
480	general	@guppies @flyingchicken12 @chanelflannel @beckstan hiii hope you all are still alive, isn't it sad that we have to mug still? 	negative
481	general	@ness_71 nick takes more time than I do to get ready :p I've got an appointment booked on sat now so I can survive when I retire 	negative
